fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Sep,18,MAHARASHTRA,1804,RATNAGIRI,285698,329.375421801221,20,167,735.279889652,6551,35,16886,416784,10988,6769,3484,1262,23.01473,2131.078677652,20371,29546,56637,129093,95,263839,489152,23437,1372.784058,197445,98,42.56,36.08,103.59,NA
2025-2026,Sep,18,MAHARASHTRA,1813,SOLAPUR,849370,304.715421839614,28,285,2335.112923265,3850,45,34538,1652749,65894,17219,18464,3054,6.59747,7377.891480565,57893,100628,115770,264740,1524,643760,1137459,38388,5036.1810873,694492,98,53.46,52.91,114.27,NA
2025-2026,Sep,18,MAHARASHTRA,1821,LATUR,3086567,347.561826433211,37,252,4271.401860776,9043,7,35946,2730338,222013,55970,25285,4663,7.64187,13768.656351376,73736,124038,148434,365617,4459,450347,923020,44989,9489.6126206,1178323,90,66.39,59.11,103.5,NA
2025-2026,Sep,18,MAHARASHTRA,1823,AKOLA,1003885,317.43962422053,32,2746,1802.895195052,11227,4,35486,2129813,234822,39629,79445,12316,72.91498,8636.680558852,66242,104637,109919,250630,2628,364962,675741,46713,6760.8703838,864706,95,42.33,43.18,104.39,NA
2025-2026,Sep,18,MAHARASHTRA,1834,HINGOLI,1337547,330.855478447559,37,132,3191.320636082,6622,3,28985,2122103,253464,46838,305996,45507,3.18415,10215.598819882,57116,97488,104472,264793,2641,298376,655450,35607,7021.0940338,905705,93,68.62,58.44,101.42,NA
2025-2026,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,1267594,350.941896537477,36,269,6050.452202192,11566,8,47121,2856010,118254,31920,124667,31487,96.33259,16169.720451492,79035,141223,169151,493646,4066,842527,2064242,58687,10022.9356593,1250493,95,43.95,40.13,107.74,NA
2025-2026,Sep,18,MAHARASHTRA,1814,KOLHAPUR,323784,312.084423987453,30,122,1502.950023885,2930,90,15268,994770,53683,19846,1516,420,8.38907,4615.86131838499,32736,56586,65850,162409,813,401804,735192,18198,3104.52222449999,468829,96,46.4,42.38,114.49,NA
2025-2026,Sep,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,7585717,364.137638976771,37,1139,15423.803662978,10967,11,84661,4124826,115256,28802,66982,13980,85.14953,30528.997201278,109055,199557,258600,685640,6435,746703,1575813,95628,15020.0440083,1839713,95,60.7,54.41,115.21,NA
2025-2026,Sep,18,MAHARASHTRA,1817,PARBHANI,2445682,360.536654930466,35,382,5420.589604913,3324,29,48493,3170248,110056,21815,20566,3058,27.09675,16877.592447113,90233,147824,165319,364113,4659,481238,892404,51817,11429.9060922,1325647,93,61.96,57.51,105.42,NA
2025-2026,Sep,18,MAHARASHTRA,1818,BEED,5645998,355.698751823488,38,700,20569.477102877,15936,41,104954,7196370,125802,18084,17420,2173,0,46166.8753694769,187048,330401,316254,751743,13342,880844,1678046,120890,25597.3982666,3134301,86,58.61,55.79,119.74,NA
2025-2026,Sep,18,MAHARASHTRA,1819,NANDED,3131565,319.334236961663,32,333,7833.565365923,7752,40,61533,3565581,369344,83958,235769,44160,48.53825,19268.224495523,108813,182731,211451,547147,4060,823210,1728776,69285,11386.1208796,1598847,90,58.65,55.69,105.2,NA
2025-2026,Sep,18,MAHARASHTRA,1820,Dharashiv,1629800,320.216627967293,32,207,3746.380141841,3368,33,25494,1440075,70288,21971,5517,1255,1.73176,8359.471507041,44959,75358,87082,220567,1489,371766,784459,28862,4611.3596052,614626,85,51.06,49.97,101.5,NA
2025-2026,Sep,18,MAHARASHTRA,1830,GADCHIROLI,2110743,324.678891957057,30,912,5752.318431678,20903,2,13935,2374852,193677,40127,889205,171922,41.45283,13504.414420898,76670,141749,140025,403327,1644,256232,636709,34838,7710.64315922,1139849,88,24.78,29,101.83,NA
2025-2026,Sep,18,MAHARASHTRA,1834,HINGOLI,1337547,330.591545888928,37,131,3191.320636082,6476,3,28933,2106859,251125,47035,303538,45447,3.18415,10159.602523882,56890,97087,104456,265036,2600,298356,655716,35409,6965.0977378,899412,93,68.74,58.69,101.43,NA
2025-2026,Sep,18,MAHARASHTRA,1803,RAIGAD,121315,310.106037140986,25,111,1276.255125398,2555,88,20691,375542,8581,3010,139365,21588,10.07707,2450.910609398,14689,23081,36620,82631,104,223817,400538,23246,1164.578414,188973,87,16.45,13.74,114.34,NA
2025-2026,Sep,18,MAHARASHTRA,1822,BULDHANA,1027778,314.807225655165,23,206,2158.753169714,8562,14,39309,1782565,117322,36005,35384,8308,8.3607,7778.757291714,76224,116502,147675,356998,375,557808,1137042,47871,5611.643422,703778,96,38.83,37.04,100,NA
2025-2026,Sep,18,MAHARASHTRA,1823,AKOLA,1003885,315.65365623138,32,2744,1802.895195052,11146,4,35507,2124778,234119,39617,79274,12313,72.91498,8582.749618852,66175,104538,109859,250510,2614,364947,675679,46653,6706.9394438,862826,95,42.39,43.24,104.15,NA
2025-2026,Sep,18,MAHARASHTRA,1830,GADCHIROLI,2110743,324.676962894632,31,912,5752.318431678,20944,2,13876,2380572,194021,40134,893786,172047,41.45283,13522.940130798,76776,141907,140076,403474,1660,256242,636722,34820,7729.16886912,1141907,88,24.75,28.95,101.83,NA
2025-2026,Sep,18,MAHARASHTRA,1803,RAIGAD,121315,310.065436431021,25,111,1276.255125398,2540,88,20620,375592,8581,3010,139396,21595,10.07707,2450.913169398,14696,23093,36626,82641,104,223797,400462,23160,1164.580974,188990,87,16.45,13.74,114.34,NA
2025-2026,Sep,18,MAHARASHTRA,1805,SINDHUDURG,218657,329.431759126112,22,135,409.986124816,2820,10,14218,342835,6409,2865,846,259,19.00496,1558.39845621601,14943,23667,35135,80160,84,135363,252378,17038,1129.40737140001,146370,95,47.38,41.91,100.69,NA
2025-2026,Sep,18,MAHARASHTRA,1816,JALNA,3042531,361.69094907952,24,460,9404.999178579,12197,23,67255,2563389,98398,22451,15748,3604,168.24546,18844.790641279,103548,185653,196226,506662,1739,617416,1279884,79452,9271.54600270001,1124757,90,42.66,41.19,101.15,NA
2025-2026,Sep,18,MAHARASHTRA,1819,NANDED,3131565,318.385480459036,32,331,7833.565365923,7934,38,61671,3582116,371989,84046,237148,44170,48.53825,19287.040853123,109137,183231,211596,547456,4079,823278,1728869,69605,11404.9372372,1606238,90,58.45,55.46,105.19,NA
2025-2026,Sep,18,MAHARASHTRA,1822,BULDHANA,1027778,313.680643849286,23,205,2158.753169714,8547,14,39277,1772713,116775,35999,35226,8310,8.3607,7727.771421714,75892,116017,147604,356825,373,557754,1136939,47824,5560.657552,699972,96,38.93,37.14,100,NA
2025-2026,Sep,18,MAHARASHTRA,1826,WARDHA,962158,347.991749627411,39,311,3271.800745248,5775,3,13494,1160127,76108,16411,89804,16284,22.30674,7331.253730448,29525,50059,65346,161210,1559,247213,453353,19269,4037.1462452,490385,91,54.54,54.04,103.7,NA
2025-2026,Sep,18,MAHARASHTRA,1831,NANDURBAR,1157844,307.680882306346,27,192,3310.586429881,10595,5,67242,2707937,48339,11576,2261465,341113,37.86629,11680.257173781,96858,148810,177713,419198,1056,704744,1304726,77837,8331.8044539,1213549,95,19.89,19.23,105.3,NA
2025-2026,Sep,18,MAHARASHTRA,1807,DHULE,1342978,297.317205744695,30,552,2267.930044204,6187,33,42822,2138738,71426,18740,444774,98416,10.3222,8637.08830400398,69510,119393,127262,348909,2590,618296,1192181,49009,6358.83605979998,948105,95,52.51,51.87,105.95,NA
2025-2026,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,1267594,347.129449995741,35,267,6035.159662192,8566,10,47443,2735397,114021,31815,117728,31195,96.33259,15626.860813492,76407,136543,167609,489252,3878,841972,2062626,56009,9495.3685613,1198552,95,44.53,40.78,107.25,NA
2025-2026,Sep,18,MAHARASHTRA,1820,Dharashiv,1629800,322.597253001957,31,203,3730.164041841,2656,35,25682,1370689,65991,21876,5320,1252,0,8151.969103041,43723,73219,86566,219403,1326,371414,783806,28338,4421.8050612,585170,85,51.32,50.26,101.45,NA
2025-2026,Sep,18,MAHARASHTRA,1833,GONDIA,4474577,250.073240570923,33,314,4992.35995581999,12912,14,38024,5097503,378077,52568,779955,91504,15.00705,17754.85794612,154109,245837,240011,616835,3804,402342,916152,50936,12747.4909403,3242370,82,25.24,40.79,103,NA
2025-2026,Aug,18,MAHARASHTRA,1803,RAIGAD,101133,306.257602494381,23,110,1273.832965398,2222,90,20486,329701,7753,2996,118217,20861,10.07707,2293.644413398,13846,21824,35936,81223,86,223484,399631,22708,1009.734378,164948,87,17.41,15.36,115.88,NA
2025-2026,Aug,18,MAHARASHTRA,1807,DHULE,1226870,297.94664682995,30,549,2257.705854204,6187,33,42400,2121655,70658,18727,440828,98177,10.3222,8589.42798400398,69153,118677,127049,348312,2566,618187,1191947,48587,6321.39992979998,940176,95,52.77,52.13,105.78,NA
2025-2026,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,7304003,365.063858589901,37,1098,15392.261581966,8688,12,84738,3917641,108113,28625,63315,13918,85.14953,29779.302512266,104633,191668,256817,681404,6161,745885,1573671,93426,14301.8914003,1748921,95,62.43,56.29,114.79,NA
2025-2026,Aug,18,MAHARASHTRA,1823,AKOLA,913705,312.135279606198,31,2630,1796.749005052,10581,4,35352,2006286,220599,39400,74458,12258,72.91498,8131.990400852,63576,100365,108521,247711,2398,364289,674401,45933,6262.3264158,816952,95,44.05,44.97,102.57,NA
2025-2026,Aug,18,MAHARASHTRA,1827,NAGPUR,1143401,329.933074356003,31,266,3643.844349002,7161,28,17602,1138980,130230,33548,139300,33093,43.84723,7445.563309302,36290,53132,106237,242820,972,315899,594558,24763,3757.8717303,506895,85,41.9,42.27,103.16,NA
2025-2026,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3234335,298.423847332233,35,644,3140.700828622,14334,9,29172,3165344,294226,61290,684724,107804,256.37785,12843.220024722,90354,156790,176254,502079,3005,408462,961160,43506,9446.1413461,1637341,86,29.93,40.03,101.88,NA
2025-2026,Aug,18,MAHARASHTRA,1834,HINGOLI,1308396,331.737636901089,36,128,3125.159126082,5588,3,29215,2030791,239594,47055,293379,45530,3.18415,9865.241349882,55458,94561,104032,264476,2445,298189,655760,34803,6736.8980738,867725,93,70.1,60.52,101.4,NA
2025-2026,Aug,18,MAHARASHTRA,1802,THANE,235327,296.217717687019,32,113,367.817927353,3023,23,15788,606490,14600,4234,259654,48612,11.63697,2175.985733353,18745,33730,38670,126038,539,168744,382466,18811,1796.530836,303785,97,18.99,19.79,101.78,NA
2025-2026,Aug,18,MAHARASHTRA,1806,NASHIK,1393609,310.354095262787,32,891,3621.158416583,20718,33,65459,3116474,40179,12180,1575927,252705,6.7915,13300.054603383,96014,168213,217350,607973,1661,954941,1886910,86177,9672.1046868,1366630,93,26,22.78,106.17,NA
2025-2026,Aug,18,MAHARASHTRA,1810,PUNE,254882,347.93295580176,23,64,263.351234026,3104,271,19552,421510,13401,9513,39005,23015,2.93,1732.853436026,17663,29918,59424,157925,87,428806,917689,22656,1466.572202,188554,96,39.9,35.43,103.06,NA
2025-2026,Aug,18,MAHARASHTRA,1812,SANGLI,322092,299.949418206114,28,62,1198.33029815,2898,33,13711,576235,19904,7860,1328,253,6.37906,2933.12288815,20081,31698,53377,116234,196,336546,594042,16609,1728.41353,235950,93,36.78,34.32,100.45,NA
2025-2026,Aug,18,MAHARASHTRA,1813,SOLAPUR,770776,296.71685017274,27,234,2057.690631165,2380,64,31702,1279667,49579,16435,14531,2875,6.26847,5860.946716265,47040,81300,108319,247505,1130,639157,1125557,34082,3796.9876151,536111,98,59.67,59.27,108.88,NA
2025-2026,Aug,18,MAHARASHTRA,1818,BEED,5194114,367.393158160875,36,633,19661.916756127,9342,46,100902,6162194,103778,17638,14432,2130,0,42301.395904727,169066,298939,309522,737632,10287,875735,1668744,110244,22639.4791486,2685748,84,62.56,60.34,118.71,NA
2025-2026,Aug,18,MAHARASHTRA,1822,BULDHANA,923299,313.405990307404,21,183,1910.014723949,7072,17,37699,1426037,92065,35430,27989,8157,8.3607,6387.660805949,65739,100582,143781,348055,265,555758,1133061,44771,4469.285382,567916,96,45.16,43.47,100,NA
2025-2026,Aug,18,MAHARASHTRA,1823,AKOLA,913705,320.520638508113,30,2483,1723.141799552,10198,5,33425,1850971,198869,39087,67235,12134,41.52486,7697.410727352,60066,94789,107028,244623,2107,363638,673009,43623,5932.7440678,757480,95,46.42,47.47,102.03,NA
2025-2026,Aug,18,MAHARASHTRA,1824,AMRAVATI,4262006,350.578480341673,48,1095,9361.055473935,17779,5,45860,4422935,393840,53871,1500127,140518,9.77427,24876.688053435,91472,174191,199947,560938,9849,529977,1154208,63639,15505.8583095,1940679,84,31.17,45.12,111.64,NA
2025-2026,Aug,18,MAHARASHTRA,1825,YAVATMAL,3277054,319.470068109068,32,761,8067.603941647,23358,11,56931,4544182,210887,42265,526941,85490,26.5314,22611.436672047,139137,212263,263571,589777,3182,734640,1486368,80289,14517.3013304,2004437,96,46.73,61.1,100.18,NA
2025-2026,Aug,18,MAHARASHTRA,1827,NAGPUR,1143401,332.799357301234,30,246,3616.179677267,6480,29,17924,1022423,115710,33333,123548,32841,20.34833,7039.145180167,33924,49561,105287,240842,779,315607,593952,24404,3402.6171729,456805,85,42.13,42.6,102.55,NA
2025-2026,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3234335,298.459848271081,34,631,3085.364511537,13109,10,29555,2983281,276445,61191,646101,107427,106.3061,12095.566557637,87427,151650,175440,500111,2571,409233,962184,42664,8903.8959461,1560154,85,29.85,40.54,101.7,NA
2025-2026,Aug,18,MAHARASHTRA,1832,WASHIM,1628351,297.986261063358,32,985,3160.517789825,5991,6,33546,2242651,143382,24547,61835,9735,13.37547,9856.685123425,69576,115046,115859,266229,1124,327235,636712,39537,6682.7918636,1004025,95,71.15,73.8,100.37,NA
2025-2026,Aug,18,MAHARASHTRA,1834,HINGOLI,1308396,333.715053428805,36,124,3049.453276082,4942,3,28278,1914136,223150,46683,277241,45283,2.08609,9439.299341182,52925,90099,103228,262539,2254,297782,654873,33220,6387.7599751,819334,93,74.68,65.37,101.43,NA
2025-2026,Sep,18,MAHARASHTRA,1802,THANE,263179,287.397901443515,34,130,374.436224853,3208,21,16290,742701,17849,4377,325518,51146,11.63697,2520.580282853,21228,38357,40493,131233,697,169029,383739,19498,2134.507088,372602,97,16.45,16.81,102.05,NA
2025-2026,Sep,18,MAHARASHTRA,1803,RAIGAD,121315,305.6028676908,24,110,1273.832965398,2245,90,20514,342924,8055,3000,125037,21093,10.07707,2331.895613398,14101,22213,36147,81623,92,223497,399686,22759,1047.985578,171938,87,17.05,14.78,115.31,NA
2025-2026,Sep,18,MAHARASHTRA,1805,SINDHUDURG,218657,327.565466226172,22,135,409.986124816,2318,10,14639,341433,6406,2867,846,259,19.00496,1547.40768311601,14888,23585,35122,80143,84,135309,252293,16957,1118.41659830001,145807,95,47.42,41.93,100.21,NA
2025-2026,Sep,18,MAHARASHTRA,1807,DHULE,1342978,296.550198753578,30,567,2321.403664204,6189,33,43078,2172942,72349,18798,453736,98911,10.3222,8775.58968400398,70424,120934,127857,350287,2635,618427,1192604,49267,6443.86381979998,963672,95,51.87,51.23,105.97,NA
2025-2026,Sep,18,MAHARASHTRA,1812,SANGLI,356947,302.364285895238,30,75,1668.311009625,3224,30,14832,710526,25228,8025,1717,283,6.53132,3823.219195625,23447,37211,55601,121190,347,337396,596191,18056,2148.376866,290581,94,36.85,34.57,101.28,NA
2025-2026,Sep,18,MAHARASHTRA,1823,AKOLA,1003885,311.251178534831,31,2685,1802.895195052,10628,4,35608,2055162,226800,39480,76758,12280,72.91498,8272.526120852,64623,102061,108975,248648,2498,364508,674849,46236,6396.7159458,835473,95,43.22,44.12,102.69,NA
2025-2026,Sep,18,MAHARASHTRA,1829,CHANDRAPUR,3412829,298.383910997375,35,648,3157.298148622,14829,9,28976,3203119,297108,61276,692815,107852,256.37785,12971.267744722,90894,157796,176436,502371,3093,408249,960684,43805,9557.5917461,1653430,86,29.97,39.9,101.88,NA
2025-2026,Sep,18,MAHARASHTRA,1835,PALGHAR,1934440,320.656333064095,29,946,8771.43838333301,16057,21,48040,2715063,8290,2082,2485673,386552,419.93914,17897.398979513,92440,168798,151888,433475,2107,355427,810177,64097,8706.02145617999,1454806,91,12.11,19.73,102.64,NA
2025-2026,Aug,18,MAHARASHTRA,1802,THANE,235327,286.694619500514,34,130,373.518364853,3190,21,16217,737478,17740,4375,322547,51049,11.63697,2499.465080853,21143,38183,40446,131071,690,169003,383641,19407,2114.309746,369795,97,16.51,16.87,102.05,NA
2025-2026,Aug,18,MAHARASHTRA,1804,RATNAGIRI,256769,330.230540120905,20,164,606.825749652,6189,40,16824,405113,10773,6769,3399,1252,22.27049,1966.903087652,20077,29132,56487,128723,91,263727,488931,23013,1337.806848,192126,98,43.05,36.39,103.64,NA
2025-2026,Aug,18,MAHARASHTRA,1806,NASHIK,1393609,304.861366093146,32,1011,3650.857188118,22782,23,74796,3574705,47307,12525,1762332,260919,162.96435,14711.716034918,109073,191272,225546,629842,2149,958501,1898238,97578,10897.8944968,1565577,93,24.18,21.17,105.78,NA
2025-2026,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,1062062,347.115946794389,35,267,6035.159662192,8564,10,47258,2724863,113747,31794,116617,31137,96.33259,15589.926253492,76195,136201,167478,488846,3858,841946,2062527,55822,9458.4340013,1194145,95,44.55,40.82,107.28,NA
2025-2026,Aug,18,MAHARASHTRA,1812,SANGLI,322092,302.341872029928,29,74,1659.762779625,3210,30,14499,679487,23937,7990,1579,276,6.53132,3720.667815625,22886,36274,55235,120340,301,337253,595769,17709,2054.373716,278081,94,36.26,34.02,101.28,NA
2025-2026,Aug,18,MAHARASHTRA,1816,JALNA,2860670,366.704738873351,23,431,9390.110168579,9395,23,66019,2304782,88144,22174,13823,3505,168.24546,18010.100443279,96147,172207,193011,499627,1435,615499,1276564,75414,8451.74481470001,1010914,90,44.59,43.02,101.23,NA
2025-2026,Aug,18,MAHARASHTRA,1817,PARBHANI,2346533,362.31501792059,34,378,5333.442164913,2506,29,48644,3091974,106132,21753,19708,3044,16.49093,16552.619247113,88893,145586,164817,363105,4450,480536,891438,51150,11202.6861522,1294044,93,63.18,58.76,105.14,NA
2025-2026,Aug,18,MAHARASHTRA,1820,Dharashiv,1478284,322.723923217222,31,203,3730.164041841,2656,35,25686,1370151,65964,21876,5316,1252,0,8151.969103041,43719,73211,86565,219398,1321,371397,783748,28342,4421.8050612,584908,85,51.26,50.2,101.45,NA
2025-2026,Aug,18,MAHARASHTRA,1827,NAGPUR,1143401,330.216351018349,31,267,3656.806066577,7210,27,17522,1149655,131565,33556,139943,33098,43.84723,7497.002086877,36453,53377,106300,242957,1000,315924,594596,24732,3796.3487903,511079,85,41.97,42.34,103.14,NA
2025-2026,Aug,18,MAHARASHTRA,1832,WASHIM,1628351,296.422497515499,32,1059,3186.646949825,6766,5,37775,2428053,157810,24843,68803,9906,36.66003,10420.602323425,73945,122429,117686,270002,1292,328087,638266,44541,7197.2953436,1086528,96,67.52,70.41,100.44,NA
2025-2026,Aug,18,MAHARASHTRA,1804,RATNAGIRI,256769,315.884064776227,19,160,604.351139432,5680,46,17175,382486,9907,6737,3031,1245,22.27049,1834.833953432,19369,28109,56114,127920,76,263617,488749,22855,1208.212324,181333,98,43.43,36.51,103.47,NA
2025-2026,Aug,18,MAHARASHTRA,1807,DHULE,1226870,292.487609673367,30,524,2120.988975904,6028,33,41180,2015348,66921,18554,416171,96868,10.3222,8025.95436770401,66783,114455,125578,344591,2411,617758,1190784,47208,5894.64319180001,892529,95,53.63,53.06,105.67,NA
2025-2026,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,1062062,347.298335609814,35,261,5968.355752192,7650,14,46623,2573417,107223,31523,108112,30777,75.2477,14981.037861492,72062,129025,165155,482179,3628,841418,2061028,54273,8937.4344093,1128048,95,45.71,41.98,107.41,NA
2025-2026,Aug,18,MAHARASHTRA,1810,PUNE,254882,333.667837649961,24,77,333.924066867,3452,249,19647,445950,14400,9571,41932,23125,2.93,1824.845788867,18568,31519,60042,159492,91,429235,918741,23099,1487.991722,199483,96,38.85,34.29,102.98,NA
2025-2026,Aug,18,MAHARASHTRA,1812,SANGLI,322092,284.978694284165,29,70,1202.65940815,3115,33,14015,615938,21651,7912,1440,264,6.53132,2964.48279815,21097,33305,54062,117720,249,336845,594809,17130,1755.29207,251933,94,36.73,34.36,101.09,NA
2025-2026,Aug,18,MAHARASHTRA,1813,SOLAPUR,770776,281.856505841618,27,242,2325.183023265,2934,63,31929,1375304,53987,16665,15564,2924,6.59747,6208.164292365,49882,86318,110061,251540,1253,640192,1128064,34863,3876.3837991,576171,98,58.39,57.83,109.23,NA
2025-2026,Aug,18,MAHARASHTRA,1821,LATUR,2962586,345.881634234095,36,239,4257.968430776,7890,8,35722,2557614,200003,55639,23722,4646,4.03065,13108.316181376,70417,118432,147427,363332,4017,449447,921494,43612,8846.3171006,1103461,90,68.25,61.2,103.61,NA
2025-2026,Aug,18,MAHARASHTRA,1823,AKOLA,913705,311.955783720172,31,2536,1739.257612052,10429,5,34682,1910229,206924,39169,70071,12166,49.25024,7747.577699852,61133,96481,107427,245466,2246,363912,673653,45111,5959.0698478,780084,95,45.65,46.65,102.05,NA
2025-2026,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3234335,291.047439905886,34,641,3117.408408622,13910,10,29165,3082207,286453,61255,667117,107654,256.37785,12344.470824722,89061,154466,175902,501207,2779,408804,961610,43075,8970.6845661,1601684,86,29.78,40.2,101.68,NA
2025-2026,Aug,18,MAHARASHTRA,1803,RAIGAD,101133,309.690964533073,23,110,1273.832965398,2222,90,20450,322695,7606,2996,115148,20814,10.07707,2283.267293398,13784,21709,35891,81118,85,223479,399618,22672,999.357258,161382,87,17.64,15.7,116.09,NA
2025-2026,Aug,18,MAHARASHTRA,1804,RATNAGIRI,256769,328.641160495496,20,163,606.825749652,6001,40,16983,399519,10538,6757,3170,1249,22.27049,1942.080117652,19873,28842,56389,128523,84,263709,488906,22984,1312.983878,189550,98,43.02,36.28,103.68,NA
2025-2026,Aug,18,MAHARASHTRA,1806,NASHIK,1393609,302.757460003711,32,974,3650.857188118,22399,25,73161,3470572,45940,12435,1723462,259023,162.96435,14321.237172918,106083,186009,223616,624749,2055,957999,1896721,95560,10507.4156348,1520094,93,24.65,21.57,106,NA
